CustomerName,CustomerID,Segment,City,State,Region,Country,PostalCode,OrderID,OrderDate,ShipDate,ShipMode,Sales,Discount,Profit,Quantity,ProductName,Category,SubCategory
Michelle Arnett,MA-17995,Home Office,Lawrence,Indiana,Central,United States,46226,US-2016-165078,2016-11-05,2016-11-10,Standard Class,"51,75","0,0","24,84",5,Avery 503,Office Supplies,Labels
Lena Hernandez,LH-16900,Consumer,Elkhart,Indiana,Central,United States,46514,US-2017-169320,2017-07-23,2017-07-25,Second Class,"11,68","0,0","5,4896",2,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art
Lena Hernandez,LH-16900,Consumer,Elkhart,Indiana,Central,United States,46514,US-2017-169320,2017-07-23,2017-07-25,Second Class,"159,75","0,0","11,1825",5,Maxell 4.7GB DVD-RW 3/Pack,Technology,Accessories
Sean Braxton,SB-20290,Corporate,Kent,Ohio,East,United States,44240,CA-2016-158575,2016-11-18,2016-11-24,Standard Class,"103,968","0,2","16,8948",6,Holmes 99% HEPA Air Purifier,Office Supplies,Appliances
Beth Thompson,BT-11305,Home Office,San Gabriel,California,West,United States,91776,CA-2014-166954,2014-04-25,2014-04-30,Standard Class,"303,25","0,0","63,6825",5,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings
Beth Thompson,BT-11305,Home Office,San Gabriel,California,West,United States,91776,CA-2014-166954,2014-04-25,2014-04-30,Standard Class,"270,72","0,0","78,5088",3,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances
Beth Thompson,BT-11305,Home Office,San Gabriel,California,West,United States,91776,CA-2014-166954,2014-04-25,2014-04-30,Standard Class,"1487,04","0,2","148,704",5,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs
Paul Stevenson,PS-18970,Home Office,Henderson,Kentucky,South,United States,42420,CA-2015-140830,2015-11-30,2015-12-02,Second Class,"17,48","0,0","8,2156",2,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes
Paul Stevenson,PS-18970,Home Office,Henderson,Kentucky,South,United States,42420,CA-2015-140830,2015-11-30,2015-12-02,Second Class,"71,88","0,0","32,346",2,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Envelopes
Trudy Brown,TB-21625,Consumer,San Francisco,California,West,United States,94110,CA-2015-152891,2015-10-25,2015-10-30,Standard Class,"60,45","0,0","16,3215",3,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art
Trudy Brown,TB-21625,Consumer,San Francisco,California,West,United States,94110,CA-2015-152891,2015-10-25,2015-10-30,Standard Class,"253,176","0,2","-31,647",3,Balt Solid Wood Rectangular Table,Furniture,Tables
Russell Applegate,RA-19915,Consumer,Highland Park,Illinois,Central,United States,60035,US-2015-122784,2015-07-20,2015-07-27,Standard Class,"2,88","0,8","-4,464",5,Avery Durable Binders,Office Supplies,Binders
Russell Applegate,RA-19915,Consumer,Highland Park,Illinois,Central,United States,60035,US-2015-122784,2015-07-20,2015-07-27,Standard Class,"384,944","0,3","-126,4816",4,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,Bookcases
Russell Applegate,RA-19915,Consumer,Highland Park,Illinois,Central,United States,60035,US-2015-122784,2015-07-20,2015-07-27,Standard Class,"153,584","0,2","13,4386",2,Pyle PMP37LED,Technology,Phones
Russell Applegate,RA-19915,Consumer,Highland Park,Illinois,Central,United States,60035,US-2015-122784,2015-07-20,2015-07-27,Standard Class,"913,43","0,3","-52,196",5,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases
Bart Pistole,BP-11095,Corporate,San Francisco,California,West,United States,94122,CA-2016-156811,2016-10-27,2016-11-02,Standard Class,"43,92","0,0","11,8584",4,Staple holder,Office Supplies,Appliances
Bart Pistole,BP-11095,Corporate,San Francisco,California,West,United States,94122,CA-2016-156811,2016-10-27,2016-11-02,Standard Class,"25,032","0,2","7,8225",3,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders
Carlos Daly,CD-11920,Consumer,New York City,New York,East,United States,10035,CA-2017-111556,2017-11-20,2017-11-22,First Class,"46,76","0,0","22,4448",7,Xerox 1968,Office Supplies,Paper
Carlos Daly,CD-11920,Consumer,New York City,New York,East,United States,10035,CA-2017-111556,2017-11-20,2017-11-22,First Class,"183,968","0,2","-25,2956",2,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases
Carlos Daly,CD-11920,Consumer,New York City,New York,East,United States,10035,CA-2017-111556,2017-11-20,2017-11-22,First Class,"1259,97","0,0","327,5922",3,Samsung Galaxy Mega 6.3,Technology,Phones
Carlos Daly,CD-11920,Consumer,New York City,New York,East,United States,10035,CA-2017-111556,2017-11-20,2017-11-22,First Class,"68,97","0,0","19,3116",3,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art
Ken Black,KB-16585,Corporate,Dallas,Texas,Central,United States,75081,CA-2016-108868,2016-09-08,2016-09-12,Standard Class,"70,368","0,2","6,1572",2,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art
Ken Black,KB-16585,Corporate,Dallas,Texas,Central,United States,75081,CA-2016-108868,2016-09-08,2016-09-12,Standard Class,"59,96","0,2","21,7355",5,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones
Scot Wooten,SW-20245,Consumer,Springfield,Ohio,East,United States,45503,CA-2014-142965,2014-07-20,2014-07-20,Same Day,"25,984","0,2","-5,1968",1,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage
Scot Wooten,SW-20245,Consumer,Springfield,Ohio,East,United States,45503,CA-2014-142965,2014-07-20,2014-07-20,Same Day,"27,36","0,7","-21,888",3,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders
Anna Häberlin,AH-10690,Corporate,San Diego,California,West,United States,92024,CA-2016-148740,2016-11-15,2016-11-19,Standard Class,"361,376","0,2","27,1032",2,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones
John Lee,JL-15835,Consumer,Philadelphia,Pennsylvania,East,United States,19120,US-2014-138758,2014-07-07,2014-07-11,Standard Class,"172,186","0,3","-46,7362",2,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs
John Lee,JL-15835,Consumer,Philadelphia,Pennsylvania,East,United States,19120,US-2014-138758,2014-07-07,2014-07-11,Standard Class,"69,008","0,2","12,0764",2,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings
Gary Zandusky,GZ-14470,Consumer,Columbia,Maryland,East,United States,21044,CA-2016-131737,2016-03-17,2016-03-17,Same Day,"199,9","0,0","89,955",5,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes
Gary Zandusky,GZ-14470,Consumer,Columbia,Maryland,East,United States,21044,CA-2016-131737,2016-03-17,2016-03-17,Same Day,"901,95","0,0","297,6435",3,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances
Gary Zandusky,GZ-14470,Consumer,Columbia,Maryland,East,United States,21044,CA-2016-131737,2016-03-17,2016-03-17,Same Day,"971,5","0,0","252,59",5,Electrix Halogen Magnifier Lamp,Furniture,Furnishings
Roy Collins,RC-19825,Consumer,Colorado Springs,Colorado,West,United States,80906,CA-2016-114538,2016-12-26,2016-12-27,First Class,"11,328","0,2","2,5488",2,SANFORD Major Accent Highlighters,Office Supplies,Art
Clay Ludtke,CL-12565,Consumer,New York City,New York,East,United States,10009,CA-2014-127936,2014-09-02,2014-09-04,First Class,"21,24","0,0","8,0712",3,SANFORD Major Accent Highlighters,Office Supplies,Art
Mitch Webber,MW-18220,Consumer,Philadelphia,Pennsylvania,East,United States,19140,CA-2015-164336,2015-07-05,2015-07-10,Standard Class,"34,8","0,2","2,175",3,HP Standard 104 key PS/2 Keyboard,Technology,Accessories
Mitch Webber,MW-18220,Consumer,Philadelphia,Pennsylvania,East,United States,19140,CA-2015-164336,2015-07-05,2015-07-10,Standard Class,"38,976","0,2","-2,436",3,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage
Barbara Fisher,BF-10975,Corporate,Columbus,Indiana,Central,United States,47201,CA-2016-100041,2016-11-20,2016-11-25,Standard Class,"9,08","0,0","4,086",2,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Paper
Barbara Fisher,BF-10975,Corporate,Columbus,Indiana,Central,United States,47201,CA-2016-100041,2016-11-20,2016-11-25,Standard Class,"314,55","0,0","150,984",3,Xerox 189,Office Supplies,Paper
Barbara Fisher,BF-10975,Corporate,Columbus,Indiana,Central,United States,47201,CA-2016-100041,2016-11-20,2016-11-25,Standard Class,"4,91","0,0","2,3077",1,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders
Steve Nguyen,SN-20710,Home Office,Los Angeles,California,West,United States,90004,US-2014-154879,2014-05-06,2014-05-11,Standard Class,"5,78","0,0","2,7166",2,Staple-on labels,Office Supplies,Labels
Steve Nguyen,SN-20710,Home Office,Los Angeles,California,West,United States,90004,US-2014-154879,2014-05-06,2014-05-11,Standard Class,"107,94","0,0","30,2232",6,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art
Toby Braunhardt,TB-21280,Consumer,New York City,New York,East,United States,10024,CA-2014-130624,2014-06-21,2014-06-24,First Class,"19,65","0,0","9,039",3,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper
Toby Braunhardt,TB-21280,Consumer,New York City,New York,East,United States,10024,CA-2014-130624,2014-06-21,2014-06-24,First Class,"617,97","0,0","160,6722",3,GE 2-Jack Phone Line Splitter,Technology,Phones
Toby Braunhardt,TB-21280,Consumer,New York City,New York,East,United States,10024,CA-2014-130624,2014-06-21,2014-06-24,First Class,"59,7","0,0","26,865",3,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances
Jennifer Braxton,JB-15400,Corporate,Lawrence,Massachusetts,East,United States,1841,CA-2017-132339,2017-08-19,2017-08-23,Standard Class,"387,99","0,0","182,3553",1,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders
Alan Hwang,AH-10210,Consumer,San Francisco,California,West,United States,94122,CA-2014-153983,2014-11-29,2014-12-06,Standard Class,"575,92","0,2","71,99",2,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones
Alan Hwang,AH-10210,Consumer,San Francisco,California,West,United States,94122,CA-2014-153983,2014-11-29,2014-12-06,Standard Class,"30,4","0,0","15,2",5,Staples,Office Supplies,Fasteners
Ken Lonsdale,KL-16645,Consumer,Detroit,Michigan,Central,United States,48205,CA-2017-112900,2017-04-09,2017-04-12,Second Class,"478,24","0,0","219,9904",8,GBC Recycled Regency Composition Covers,Office Supplies,Binders
Mark Hamilton,MH-17455,Consumer,Hamilton,Ohio,East,United States,45011,CA-2014-160157,2014-12-20,2014-12-27,Standard Class,"190,848","0,2","-21,4704",3,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings
Erin Creighton,EC-14050,Consumer,Columbus,Ohio,East,United States,43229,CA-2014-139633,2014-12-17,2014-12-24,Standard Class,"5,484","0,7","-4,0216",4,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders
Greg Hansen,GH-14665,Consumer,Chicago,Illinois,Central,United States,60610,CA-2015-163090,2015-11-17,2015-11-21,Second Class,"40,92","0,2","3,069",5,Acme Box Cutter Scissors,Office Supplies,Supplies
Sanjit Chand,SC-20095,Consumer,Margate,Florida,South,United States,33063,CA-2014-117016,2014-03-04,2014-03-09,Standard Class,"15,552","0,2","2,3328",3,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art
Todd Boyes,TB-21355,Corporate,Sandy Springs,Georgia,South,United States,30328,CA-2017-159464,2017-05-18,2017-05-19,First Class,"17,24","0,0","4,4824",2,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances
Todd Boyes,TB-21355,Corporate,Sandy Springs,Georgia,South,United States,30328,CA-2017-159464,2017-05-18,2017-05-19,First Class,"302,94","0,0","75,735",3,Hon 4-Shelf Metal Bookcases,Furniture,Bookcases
Todd Boyes,TB-21355,Corporate,Sandy Springs,Georgia,South,United States,30328,CA-2017-159464,2017-05-18,2017-05-19,First Class,"34,75","0,0","15,6375",5,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones
Todd Boyes,TB-21355,Corporate,Sandy Springs,Georgia,South,United States,30328,CA-2017-159464,2017-05-18,2017-05-19,First Class,"113,94","0,0","54,6912",6,Poly Designer Cover & Back,Office Supplies,Binders
Todd Boyes,TB-21355,Corporate,Sandy Springs,Georgia,South,United States,30328,CA-2017-159464,2017-05-18,2017-05-19,First Class,"55,98","0,0","15,6744",2,Apple EarPods with Remote and Mic,Technology,Phones
David Wiener,DW-13195,Corporate,Albuquerque,New Mexico,West,United States,87105,US-2017-103226,2017-09-22,2017-09-28,Standard Class,"27,18","0,0","12,231",3,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper
Clay Ludtke,CL-12565,Consumer,Tulsa,Oklahoma,Central,United States,74133,CA-2017-119452,2017-03-21,2017-03-27,Standard Class,"1805,88","0,0","523,7052",6,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs
Liz Thompson,LT-17110,Consumer,Orange,New Jersey,East,United States,7050,CA-2017-147725,2017-09-14,2017-09-14,Same Day,"70,95","0,0","18,447",3,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art
Arthur Prichep,AP-10915,Consumer,Henderson,Kentucky,South,United States,42420,CA-2016-168893,2016-11-03,2016-11-08,Second Class,"20,0","0,0","9,6",4,Advantus Plastic Paper Clips,Office Supplies,Fasteners
Arthur Prichep,AP-10915,Consumer,Henderson,Kentucky,South,United States,42420,CA-2016-168893,2016-11-03,2016-11-08,Second Class,"7,98","0,0","2,0748",3,Economy #2 Pencils,Office Supplies,Art
Arthur Prichep,AP-10915,Consumer,Henderson,Kentucky,South,United States,42420,CA-2016-168893,2016-11-03,2016-11-08,Second Class,"24,1","0,0","9,158",5,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings
Arthur Prichep,AP-10915,Consumer,Henderson,Kentucky,South,United States,42420,CA-2016-168893,2016-11-03,2016-11-08,Second Class,"8,75","0,0","2,625",1,Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,Art
Arthur Prichep,AP-10915,Consumer,Henderson,Kentucky,South,United States,42420,CA-2016-168893,2016-11-03,2016-11-08,Second Class,"842,94","0,0","160,1586",3,Global Adaptabilities Conference Tables,Furniture,Tables
Christy Brittain,CB-12415,Consumer,Chicago,Illinois,Central,United States,60653,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,"2,182","0,8","-3,6003",1,Heavy-Duty E-Z-D Binders,Office Supplies,Binders
Christy Brittain,CB-12415,Consumer,Chicago,Illinois,Central,United States,60653,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,"27,384","0,2","2,7384",7,Newell 316,Office Supplies,Art
Christy Brittain,CB-12415,Consumer,Chicago,Illinois,Central,United States,60653,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,"26,406","0,8","-71,2962",3,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances
Meg Tillman,MT-17815,Consumer,Port Arthur,Texas,Central,United States,77642,CA-2016-162726,2016-12-27,2017-01-02,Standard Class,"10,368","0,2","3,6288",2,Xerox 214,Office Supplies,Paper
Meg Tillman,MT-17815,Consumer,Port Arthur,Texas,Central,United States,77642,CA-2016-162726,2016-12-27,2017-01-02,Standard Class,"23,68","0,2","7,4",4,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper
Dennis Kane,DK-13375,Consumer,Westland,Michigan,Central,United States,48185,US-2016-111290,2016-07-22,2016-07-26,Standard Class,"109,95","0,0","36,2835",1,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories
Dennis Kane,DK-13375,Consumer,Westland,Michigan,Central,United States,48185,US-2016-111290,2016-07-22,2016-07-26,Standard Class,"965,85","0,0","135,219",5,Fellowes Staxonsteel Drawer Files,Office Supplies,Storage
Dennis Kane,DK-13375,Consumer,Westland,Michigan,Central,United States,48185,US-2016-111290,2016-07-22,2016-07-26,Standard Class,"29,2","0,0","10,512",5,Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,Art
Dennis Kane,DK-13375,Consumer,Westland,Michigan,Central,United States,48185,US-2016-111290,2016-07-22,2016-07-26,Standard Class,"32,4","0,0","15,552",5,Xerox 192,Office Supplies,Paper
Steven Roelle,SR-20740,Home Office,Bloomington,Indiana,Central,United States,47401,US-2014-147704,2014-11-16,2014-11-21,Standard Class,"78,35","0,0","36,8245",5,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes
Steven Roelle,SR-20740,Home Office,Bloomington,Indiana,Central,United States,47401,US-2014-147704,2014-11-16,2014-11-21,Standard Class,"31,68","0,0","14,256",6,Xerox 1954,Office Supplies,Paper
Steven Roelle,SR-20740,Home Office,Bloomington,Indiana,Central,United States,47401,US-2014-147704,2014-11-16,2014-11-21,Standard Class,"29,12","0,0","14,2688",4,Wilson Jones Active Use Binders,Office Supplies,Binders
Steven Roelle,SR-20740,Home Office,Bloomington,Indiana,Central,United States,47401,US-2014-147704,2014-11-16,2014-11-21,Standard Class,"169,45","0,0","42,3625",5,"File Shuttle II and Handi-File, Black",Office Supplies,Storage
Logan Haushalter,LH-17155,Consumer,Los Angeles,California,West,United States,90032,CA-2015-121965,2015-06-19,2015-06-23,Standard Class,"12,56","0,0","4,0192",2,Eldon 200 Class Desk Accessories,Furniture,Furnishings
Logan Haushalter,LH-17155,Consumer,Los Angeles,California,West,United States,90032,CA-2015-121965,2015-06-19,2015-06-23,Standard Class,"6,48","0,0","3,1104",1,Xerox 231,Office Supplies,Paper
Logan Haushalter,LH-17155,Consumer,Los Angeles,California,West,United States,90032,CA-2015-121965,2015-06-19,2015-06-23,Standard Class,"186,69","0,0","87,7443",3,Cameo Buff Policy Envelopes,Office Supplies,Envelopes
Anna Andreadi,AA-10645,Consumer,San Francisco,California,West,United States,94109,CA-2016-147137,2016-07-04,2016-07-06,First Class,"25,4","0,0","8,636",5,"Master Caster Door Stop, Brown",Furniture,Furnishings
Anna Andreadi,AA-10645,Consumer,San Francisco,California,West,United States,94109,CA-2016-147137,2016-07-04,2016-07-06,First Class,"43,96","0,0","20,6612",2,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,Envelopes
Anna Andreadi,AA-10645,Consumer,San Francisco,California,West,United States,94109,CA-2016-147137,2016-07-04,2016-07-06,First Class,"1279,165","0,15","225,735",5,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases
Anna Andreadi,AA-10645,Consumer,San Francisco,California,West,United States,94109,CA-2016-147137,2016-07-04,2016-07-06,First Class,"27,92","0,0","0,5584",4,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage
Ann Steele,AS-10630,Home Office,San Francisco,California,West,United States,94110,US-2015-146745,2015-09-03,2015-09-08,Standard Class,"129,568","0,2","-12,9568",2,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs
Ann Steele,AS-10630,Home Office,San Francisco,California,West,United States,94110,US-2015-146745,2015-09-03,2015-09-08,Standard Class,"6,368","0,2","2,1492",2,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders
Matt Collins,MC-17575,Consumer,San Jose,California,West,United States,95123,CA-2017-115175,2017-08-07,2017-08-12,Standard Class,"244,55","0,0","114,9385",5,Xerox 1891,Office Supplies,Paper
Sanjit Engle,SE-20110,Consumer,Denver,Colorado,West,United States,80219,CA-2017-105851,2017-03-13,2017-03-20,Standard Class,"1332,496","0,2","-299,8116",2,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies
Darrin Sayre,DS-13030,Home Office,Aurora,Colorado,West,United States,80013,US-2017-125717,2017-09-28,2017-10-01,First Class,"32,776","0,2","3,2776",1,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings
Darrin Sayre,DS-13030,Home Office,Aurora,Colorado,West,United States,80013,US-2017-125717,2017-09-28,2017-10-01,First Class,"147,184","0,2","-29,4368",2,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage
Darrin Sayre,DS-13030,Home Office,Aurora,Colorado,West,United States,80013,US-2017-125717,2017-09-28,2017-10-01,First Class,"54,384","0,2","1,3596",2,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories
Darrin Sayre,DS-13030,Home Office,Aurora,Colorado,West,United States,80013,US-2017-125717,2017-09-28,2017-10-01,First Class,"76,776","0,7","-58,8616",4,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders
Darrin Sayre,DS-13030,Home Office,Aurora,Colorado,West,United States,80013,US-2017-125717,2017-09-28,2017-10-01,First Class,"14,352","0,2","5,2026",3,Xerox 1992,Office Supplies,Paper
Darrin Sayre,DS-13030,Home Office,Aurora,Colorado,West,United States,80013,US-2017-125717,2017-09-28,2017-10-01,First Class,"209,792","0,2","26,224",2,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances
Noel Staavos,NS-18640,Corporate,Boise,Idaho,West,United States,83704,CA-2015-163895,2015-08-07,2015-08-11,Standard Class,"3,304","0,2","1,1151",1,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders
Kelly Andreada,KA-16525,Consumer,New York City,New York,East,United States,10035,CA-2017-168641,2017-11-24,2017-12-01,Standard Class,"16,38","0,0","7,371",9,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art
Kelly Andreada,KA-16525,Consumer,New York City,New York,East,United States,10035,CA-2017-168641,2017-11-24,2017-12-01,Standard Class,"167,96","0,0","78,9412",2,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes
Kelly Andreada,KA-16525,Consumer,New York City,New York,East,United States,10035,CA-2017-168641,2017-11-24,2017-12-01,Standard Class,"321,568","0,2","-16,0784",2,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases
Kelly Andreada,KA-16525,Consumer,New York City,New York,East,United States,10035,CA-2017-168641,2017-11-24,2017-12-01,Standard Class,"12,96","0,0","6,2208",2,Xerox 214,Office Supplies,Paper
Don Jones,DJ-13510,Corporate,Philadelphia,Pennsylvania,East,United States,19140,CA-2017-156895,2017-05-08,2017-05-12,Standard Class,"128,058","0,3","-23,7822",3,"Global Armless Task Chair, Royal Blue",Furniture,Chairs
Maureen Gastineau,MG-17680,Home Office,Mentor,Ohio,East,United States,44060,CA-2017-121300,2017-09-29,2017-09-29,Same Day,"63,686","0,3","-15,4666",1,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs
Maureen Gastineau,MG-17680,Home Office,Mentor,Ohio,East,United States,44060,CA-2017-121300,2017-09-29,2017-09-29,Same Day,"239,976","0,2","65,9934",3,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories
Maureen Gastineau,MG-17680,Home Office,Mentor,Ohio,East,United States,44060,CA-2017-121300,2017-09-29,2017-09-29,Same Day,"344,22","0,4","-189,321",2,Riverside Furniture Stanwyck Manor Table Series,Furniture,Tables
Maureen Gastineau,MG-17680,Home Office,Mentor,Ohio,East,United States,44060,CA-2017-121300,2017-09-29,2017-09-29,Same Day,"15,552","0,2","5,4432",3,Xerox 227,Office Supplies,Paper
Maureen Gastineau,MG-17680,Home Office,Mentor,Ohio,East,United States,44060,CA-2017-121300,2017-09-29,2017-09-29,Same Day,"21,248","0,2","7,4368",4,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings
Maureen Gastineau,MG-17680,Home Office,Mentor,Ohio,East,United States,44060,CA-2017-121300,2017-09-29,2017-09-29,Same Day,"8,448","0,2","2,64",2,Xerox 1928,Office Supplies,Paper
Brian DeCherney,BD-11620,Consumer,Lawton,Oklahoma,Central,United States,73505,CA-2017-130211,2017-10-22,2017-10-22,Same Day,"333,09","0,0","23,3163",3,Fellowes Recycled Storage Drawers,Office Supplies,Storage
Brian DeCherney,BD-11620,Consumer,Lawton,Oklahoma,Central,United States,73505,CA-2017-130211,2017-10-22,2017-10-22,Same Day,"248,98","0,0","54,7756",2,Bevis 36 x 72 Conference Tables,Furniture,Tables
Carlos Daly,CD-11920,Consumer,New York City,New York,East,United States,10024,CA-2014-147235,2014-03-24,2014-03-28,Standard Class,"24,9","0,0","11,703",5,Xerox 190,Office Supplies,Paper
Xylona Preis,XP-21865,Consumer,Los Angeles,California,West,United States,90049,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,"15,26","0,0","5,0358",7,Stockwell Push Pins,Office Supplies,Fasteners
Xylona Preis,XP-21865,Consumer,Los Angeles,California,West,United States,90049,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,"43,32","0,0","14,2956",2,Holmes 99% HEPA Air Purifier,Office Supplies,Appliances
Xylona Preis,XP-21865,Consumer,Los Angeles,California,West,United States,90049,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,"43,584","0,2","15,7992",12,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders
Xylona Preis,XP-21865,Consumer,Los Angeles,California,West,United States,90049,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,"116,28","0,0","56,9772",3,Xerox 1892,Office Supplies,Paper
Xylona Preis,XP-21865,Consumer,Los Angeles,California,West,United States,90049,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,"9,296","0,2","3,0212",2,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders
Xylona Preis,XP-21865,Consumer,Los Angeles,California,West,United States,90049,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,"19,44","0,0","9,3312",3,Xerox 1952,Office Supplies,Paper
Xylona Preis,XP-21865,Consumer,Los Angeles,California,West,United States,90049,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,"314,55","0,0","150,984",3,Multicolor Computer Printout Paper,Office Supplies,Paper
Cathy Armstrong,CA-12055,Home Office,Houston,Texas,Central,United States,77036,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,"16,27","0,8","-25,2185",5,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders
Cathy Armstrong,CA-12055,Home Office,Houston,Texas,Central,United States,77036,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,"69,12","0,2","-14,688",9,Stiletto Hand Letter Openers,Office Supplies,Supplies
Cathy Armstrong,CA-12055,Home Office,Houston,Texas,Central,United States,77036,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,"4,47","0,8","-7,8225",3,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders
Janet Martin,JM-15250,Consumer,Los Angeles,California,West,United States,90032,CA-2017-105921,2017-08-14,2017-08-21,Standard Class,"418,296","0,2","5,2287",3,Chromcraft Round Conference Tables,Furniture,Tables
Joe Kamberova,JK-15730,Consumer,Columbus,Ohio,East,United States,43229,CA-2014-150798,2014-12-01,2014-12-03,Second Class,"659,988","0,4","109,998",2,Sharp 1540cs Digital Laser Copier,Technology,Copiers
Joe Kamberova,JK-15730,Consumer,Columbus,Ohio,East,United States,43229,CA-2014-150798,2014-12-01,2014-12-03,Second Class,"8,128","0,2","1,4224",2,"Master Caster Door Stop, Brown",Furniture,Furnishings
